"";"tailnum";"year";"type";"manufacturer";"model";"engines";"seats";"speed";"engine"
"861";"N27213";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"862";"N27239";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"863";"N27246";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"864";"N27251";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"865";"N27252";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"866";"N27253";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"867";"N27255";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"868";"N27256";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"869";"N27258";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"870";"N27260";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"871";"N27261";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"872";"N27263";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"873";"N27266";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"874";"N27267";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"875";"N27268";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"876";"N27269";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"877";"N27270";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"878";"N27271";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"879";"N27273";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"880";"N27274";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"881";"N27276";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"882";"N27277";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"883";"N27283";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"884";"N27287";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"885";"N27290";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"886";"N27292";2003;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"887";"N272AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"888";"N272NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"889";"N272PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"890";"N272WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"891";"N27304";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"892";"N27323";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"893";"N2737U";2017;"Fixed wing multi engine";"BOEING";"777-300ER";2;552;0;"Turbo-fan"
"894";"N273AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"895";"N273JB";2007;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"896";"N273SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"897";"N273WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"898";"N27421";2008;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"899";"N27477";2013;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"900";"N2747U";2018;"Fixed wing multi engine";"BOEING";"777-300ER";2;552;0;"Turbo-fan"
"901";"N2748U";2018;"Fixed wing multi engine";"BOEING";"777-300ER";2;552;0;"Turbo-fan"
"902";"N2749U";2019;"Fixed wing multi engine";"BOEING";"777-300ER";2;552;0;"Turbo-fan"
"903";"N274AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"904";"N274JB";2007;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"905";"N274SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"906";"N274WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"907";"N27503";2018;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"908";"N27509";2018;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"909";"N27511";2018;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"910";"N27515";2020;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"911";"N27519";2000;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"912";"N27520";2020;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"913";"N27526";2021;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"914";"N27539";2022;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"915";"N27546";2022;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"916";"N275AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"917";"N275NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"918";"N275WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"919";"N276SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"920";"N276WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"921";"N27722";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"922";"N27724";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"923";"N27733";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"924";"N27734";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"925";"N277AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"926";"N277SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"927";"N277WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"928";"N278AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"929";"N278SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"930";"N278WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"931";"N27957";2015;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"932";"N27958";2015;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"933";"N27959";2015;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"934";"N27964";2016;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"935";"N27965";2016;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"936";"N279JB";2007;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"937";"N279MQ";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"938";"N279PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"939";"N279SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"940";"N279WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"941";"N280AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"942";"N280SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"943";"N280WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"944";"N281AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"945";"N281JB";2007;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"946";"N281NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"947";"N281WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"948";"N282AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"949";"N282NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"950";"N282WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"951";"N283AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"952";"N283JB";2007;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"953";"N283NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"954";"N283SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"955";"N283WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"956";"N28457";2012;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"957";"N2846U";2018;"Fixed wing multi engine";"BOEING";"777-300ER";2;552;0;"Turbo-fan"
"958";"N28478";2013;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"959";"N284AK";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"960";"N284JB";2008;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"961";"N284JN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"962";"N284WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"963";"N285AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"964";"N285WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"965";"N286SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"966";"N286WN";2004;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"967";"N287AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"968";"N287NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"969";"N287SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"970";"N287WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"971";"N288AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"972";"N288NN";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"973";"N288SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"974";"N288WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"975";"N28987";2021;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"976";"N289CT";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"977";"N289MW";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"978";"N290AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"979";"N290SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"980";"N290WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"981";"N29124";1998;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"982";"N29129";1998;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"983";"N291BT";2021;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"984";"N291SY";2018;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"985";"N291WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"986";"N292AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"987";"N292PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"988";"N292WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"989";"N293AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"990";"N293PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"991";"N293SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"992";"N293WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"993";"N294AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"994";"N294PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"995";"N294SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"996";"N294WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"997";"N295PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"998";"N295SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"999";"N295WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"1000";"N296AK";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"1001";"N296PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1002";"N296SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1003";"N296WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"1004";"N29717";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"1005";"N297AK";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"1006";"N297PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1007";"N297SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1008";"N297WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"1009";"N298AK";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"1010";"N298PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1011";"N298WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"1012";"N29907";2013;"Fixed wing multi engine";"BOEING";"787-8";2;260;0;"Turbo-fan"
"1013";"N29961";2015;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1014";"N29968";2016;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1015";"N29971";2017;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1016";"N29975";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1017";"N29977";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1018";"N29978";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1019";"N29981";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1020";"N29984";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1021";"N29985";2020;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"1022";"N299PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1023";"N299WN";NA;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"1024";"N300PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1025";"N300SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"1026";"N3014R";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"1027";"N301FR";2016;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1028";"N301NB";1999;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-114";2;145;0;"Turbo-fan"
"1029";"N301NW";2016;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1030";"N301PA";2016;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1031";"N301PQ";2013;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1032";"N301SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"1033";"N302NB";1999;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-114";2;145;0;"Turbo-fan"
"1034";"N302PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1035";"N302SA";2019;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1036";"N302SS";NA;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1037";"N302SY";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"1038";"N303DD";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1039";"N303FR";2016;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1040";"N303PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1041";"N303RE";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1042";"N303RG";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1043";"N30401";2001;"Fixed wing multi engine";"BOEING";"737-924";2;191;0;"Turbo-fan"
"1044";"N304FR";2016;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1045";"N304JB";2009;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"1046";"N304KM";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1047";"N304PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1048";"N304RB";2017;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1049";"N305CL";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1050";"N305FR";2016;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1051";"N305NX";2016;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1052";"N305PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1053";"N306AS";2001;"Fixed wing multi engine";"BOEING";"737-990";2;149;0;"Turbo-fan"
"1054";"N306DN";2016;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"1055";"N306JB";2009;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"1056";"N306NY";2016;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1057";"N306PB";2017;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1058";"N306PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1059";"N306RC";2017;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1060";"N306SP";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1061";"N306SW";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1062";"N307FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1063";"N307JB";2009;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"1064";"N307PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1065";"N307TA";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1066";"N308FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1067";"N308PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1068";"N308RD";2017;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1069";"N308TB";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1070";"N30913";2014;"Fixed wing multi engine";"BOEING";"787-8";2;260;0;"Turbo-fan"
"1071";"N309FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1072";"N309PC";2017;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1073";"N309PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1074";"N309SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1075";"N309US";1990;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-211";2;182;0;"Turbo-jet"
"1076";"N310FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1077";"N310PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1078";"N310RF";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1079";"N310SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1080";"N311FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1081";"N311PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1082";"N311SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1083";"N312FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1084";"N312SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1085";"N312US";1990;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-211";2;182;0;"Turbo-jet"
"1086";"N313DN";2016;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"1087";"N313FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1088";"N313PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1089";"N313SB";2019;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1090";"N313SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1091";"N314DN";2016;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"1092";"N314NB";2000;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-114";2;145;0;"Turbo-fan"
"1093";"N314PD";2017;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1094";"N314PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1095";"N314RH";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1096";"N315DN";2016;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"1097";"N315NB";2000;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-114";2;145;0;"Turbo-fan"
"1098";"N315PE";2017;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1099";"N315PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1100";"N315RJ";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1101";"N315SD";2020;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1102";"N315SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"1103";"N316DN";2017;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"1104";"N316FR";2017;"Fixed wing multi engine";"AIRBUS";"A320-251N";2;190;0;"Turbo-jet"
"1105";"N316NB";2000;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-114";2;145;0;"Turbo-fan"
"1106";"N316PF";2017;"Fixed wing multi engine";"BOEING";"737-800";2;189;0;"Turbo-fan"
"1107";"N316PQ";2014;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"1108";"N316RK";2018;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1109";"N316SE";2020;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"1110";"N316SY";2022;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
